Date,"Buy Rate","Sell Rate"
2017-07-03,151.4369,155.2429
2017-06-30,151.3971,155.2027
2017-06-29,151.3275,155.1324
2017-06-28,151.2183,155.0218
2017-06-27,151.1587,154.9615
2017-06-23,151.1685,154.9716
2017-06-22,151.2184,155.0217
2017-06-21,151.2084,155.0117
2017-06-20,151.0490,154.8512
2017-06-19,151.0194,154.8209
2017-06-16,150.8662,154.6662
2017-06-15,150.8363,154.6401
2017-06-14,150.8005,154.5999
2017-06-13,150.7808,154.5797
2017-06-12,150.7808,154.5797
2017-06-09,150.7808,154.5797
2017-06-07,150.7906,154.5898
2017-06-06,150.7906,154.5898
2017-06-05,150.7906,154.5898
2017-06-02,150.7806,154.5798
2017-06-01,150.8006,154.5998
2017-05-31,150.8105,154.6099
2017-05-30,150.7908,154.5897
2017-05-29,150.7608,154.5597
2017-05-26,150.7706,154.5698
2017-05-25,150.7506,154.5498
2017-05-24,150.6809,154.4796
2017-05-23,150.7705,154.5699
2017-05-22,150.7406,154.5398
2017-05-19,150.6211,154.4194
2017-05-18,150.6310,154.4295
2017-05-17,150.6014,154.3992
2017-05-16,150.5018,154.2989
2017-05-15,150.3817,154.1790
2017-05-12,150.4313,154.2293
2017-05-09,150.4020,154.1988
2017-05-08,150.2922,154.0886
2017-05-05,150.4209,154.2196
2017-05-04,150.5404,154.3401
2017-05-03,150.4708,154.2697
2017-05-02,150.4508,154.2497
2017-04-28,150.4406,154.2398
2017-04-27,150.4406,154.2398
2017-04-26,150.5106,154.3098
2017-04-25,150.4906,154.2898
2017-04-24,150.4908,154.2896
2017-04-21,150.5108,154.3096
2017-04-20,150.6002,154.4002
2017-04-19,150.3712,154.1693
2017-04-18,150.3214,154.1191
2017-04-17,150.3014,154.0991
2017-04-12,150.4015,154.1990
2017-04-11,150.2126,154.0081
2017-04-07,150.0335,153.8274
2017-04-06,150.0436,153.8373
2017-04-05,149.9294,153.7217
2017-04-04,150.0142,153.8069
2017-04-03,150.0638,153.8572
2017-03-31,150.0634,153.9075
2017-03-30,150.0933,153.9376
2017-03-29,150.1728,154.0180
2017-03-28,150.1130,153.9578
2017-03-27,150.1130,153.9578
2017-03-24,149.9539,153.7971
2017-03-23,149.9539,153.7971
2017-03-22,149.9339,153.7771
2017-03-21,149.9440,153.7870
2017-03-20,150.0533,153.8976
2017-03-17,150.3217,154.1689
2017-03-16,150.1929,154.0378
2017-03-15,149.9941,153.8369
2017-03-14,149.8445,153.6865
2017-03-13,149.6754,153.5158
2017-03-10,149.6457,153.4855
2017-03-09,149.5960,153.4353
2017-03-08,149.3073,153.1843
2017-03-07,149.2774,153.1542
2017-03-06,149.2379,153.1138
2017-03-03,149.2873,153.1643
2017-03-02,149.3373,153.2143
2017-03-01,149.4366,153.3149
2017-02-28,149.5957,153.4755
2017-02-27,149.8547,153.7363
2017-02-23,150.3225,154.2080
2017-02-22,149.7955,153.5556
2017-02-21,149.6758,153.4354
2017-02-20,149.1479,152.8834
2017-02-17,148.8400,152.5718
2017-02-16,148.7206,152.4513
2017-02-15,148.7107,152.4412
2017-02-14,148.7208,152.4511
2017-02-13,148.7109,152.4410
2017-02-09,148.7109,152.4410
2017-02-08,148.7609,152.4910
2017-02-07,148.7109,152.4410
2017-02-06,148.4012,152.3307
2017-02-03,148.5412,152.2707
2017-02-02,148.5511,152.2819
2017-02-01,148.6116,152.3404
2017-01-31,148.5115,152.2405
2017-01-30,148.4219,152.1502
2017-01-27,148.4318,152.1603
2017-01-26,148.4918,152.2405
2017-01-25,148.4918,152.2405
2017-01-24,148.4619,152.2104
2017-01-23,148.3919,152.1404
2017-01-20,148.2824,152.0300
2017-01-19,148.1337,151.8790
2017-01-18,148.0937,151.8390
2017-01-17,148.0937,151.8390
2017-01-16,148.0939,151.8388
2017-01-13,148.0139,151.7588
2017-01-11,147.9942,151.7386
2017-01-10,148.0339,151.7788
2017-01-09,148.0339,151.7788
2017-01-06,147.9941,151.7387
2017-01-05,147.9542,151.6986
2017-01-04,147.9841,151.7287
2017-01-03,147.9542,151.6986
2017-01-02,147.9342,151.6786
